sample_id,map_id,tx_id,ratio,sample_count,nmse,rmse_db,mae_db,time_sec,fig_path
s094_tx50,94,50,0.005,305,0.0024669513274368543,2.369058215495148,0.7935083201232005,1.4469732999996268,kriging_results\s094_tx50\map94_tx50_ratio0_0050.png
s094_tx50,94,50,0.01,609,0.0021970629667617094,2.2357163517241943,0.5946885908278668,2.5305129999997007,kriging_results\s094_tx50\map94_tx50_ratio0_0100.png
s094_tx50,94,50,0.02,1218,0.0016574423695284789,1.941845454692725,0.43265321232136317,3.7884796000007555,kriging_results\s094_tx50\map94_tx50_ratio0_0200.png
s094_tx56,94,56,0.005,305,0.0025292941697112386,2.4795924486697962,0.900879367118709,1.48808149999968,kriging_results\s094_tx56\map94_tx56_ratio0_0050.png
s094_tx56,94,56,0.01,609,0.002524349807081164,2.47716757274527,0.6650917813443009,2.326657300000079,kriging_results\s094_tx56\map94_tx56_ratio0_0100.png
s094_tx56,94,56,0.02,1218,0.0017042566065629738,2.035392276573413,0.5060208535968542,3.795550699999694,kriging_results\s094_tx56\map94_tx56_ratio0_0200.png
s094_tx59,94,59,0.005,305,0.00292970144808694,2.6515653100065513,0.9267189252303527,1.5030114999999569,kriging_results\s094_tx59\map94_tx59_ratio0_0050.png
s094_tx59,94,59,0.01,609,0.0025756997249992155,2.486212514428413,0.6587018388239465,2.334748799999943,kriging_results\s094_tx59\map94_tx59_ratio0_0100.png
s094_tx59,94,59,0.02,1218,0.0017263502171945843,2.0354249363798784,0.4361123532624103,3.9120707000001858,kriging_results\s094_tx59\map94_tx59_ratio0_0200.png
s094_tx67,94,67,0.005,305,0.0027518854652296997,2.467187712193304,0.8294058140377487,1.492793299999903,kriging_results\s094_tx67\map94_tx67_ratio0_0050.png
s094_tx67,94,67,0.01,609,0.002357981553243996,2.2837954677382566,0.5679030842785531,2.3812751000004937,kriging_results\s094_tx67\map94_tx67_ratio0_0100.png
s094_tx67,94,67,0.02,1218,0.00161704612073381,1.8912468385060965,0.389642952811511,3.954803399999946,kriging_results\s094_tx67\map94_tx67_ratio0_0200.png
s094_tx74,94,74,0.005,305,0.002993952790990354,2.6685312937676184,0.9560998640361624,1.5179964999997537,kriging_results\s094_tx74\map94_tx74_ratio0_0050.png
s094_tx74,94,74,0.01,609,0.002514217076714233,2.4454072792601638,0.6622944041382499,2.383381499999814,kriging_results\s094_tx74\map94_tx74_ratio0_0100.png
s094_tx74,94,74,0.02,1218,0.001739607496969859,2.0341147615477206,0.43612544466537717,3.930837999999312,kriging_results\s094_tx74\map94_tx74_ratio0_0200.png
s099_tx01,99,1,0.005,282,0.0039611863571359695,3.020452285704963,0.9970341635924125,1.4135645999995177,kriging_results\s099_tx01\map99_tx1_ratio0_0050.png
s099_tx01,99,1,0.01,564,0.0029782322812542364,2.6190188115249886,0.6743447137074594,3.179454000000078,kriging_results\s099_tx01\map99_tx1_ratio0_0100.png
s099_tx01,99,1,0.02,1127,0.0023196448381175914,2.3113732810776444,0.5370624888977716,4.747896700000638,kriging_results\s099_tx01\map99_tx1_ratio0_0200.png
s099_tx04,99,4,0.005,282,0.004788172737191112,3.3320018790110857,1.0464438206475484,2.2456101999996463,kriging_results\s099_tx04\map99_tx4_ratio0_0050.png
s099_tx04,99,4,0.01,564,0.0030951029872570857,2.6789085011169975,0.6411876895942346,4.975522800000363,kriging_results\s099_tx04\map99_tx4_ratio0_0100.png
s099_tx04,99,4,0.02,1127,0.002683442301342796,2.4944020797596806,0.5352096075241517,5.769740299999285,kriging_results\s099_tx04\map99_tx4_ratio0_0200.png
s099_tx10,99,10,0.005,282,0.0035009238588126026,2.874644654380839,0.9430704554143614,2.546581000000515,kriging_results\s099_tx10\map99_tx10_ratio0_0050.png
s099_tx10,99,10,0.01,564,0.0025495948808344233,2.453174316937889,0.6160667211307461,3.5534288999997443,kriging_results\s099_tx10\map99_tx10_ratio0_0100.png
s099_tx10,99,10,0.02,1127,0.0021596691761651154,2.2578050737769066,0.5274256607764052,5.714130299999852,kriging_results\s099_tx10\map99_tx10_ratio0_0200.png
s099_tx13,99,13,0.005,282,0.005256623952632535,3.4921515285472116,1.0544224887682998,3.4129877000004853,kriging_results\s099_tx13\map99_tx13_ratio0_0050.png
s099_tx13,99,13,0.01,564,0.003204103126909416,2.7264206324358122,0.6408806524661889,4.706094799999846,kriging_results\s099_tx13\map99_tx13_ratio0_0100.png
s099_tx13,99,13,0.02,1127,0.0026958519233912463,2.500849969794897,0.5210200733762987,6.177719100000104,kriging_results\s099_tx13\map99_tx13_ratio0_0200.png
s099_tx14,99,14,0.005,282,0.0032106722061033864,2.7800936555529066,0.870925756846127,3.0899670999997397,kriging_results\s099_tx14\map99_tx14_ratio0_0050.png
s099_tx14,99,14,0.01,564,0.0026739328876872652,2.537094727617832,0.6405545078416203,4.112184499999785,kriging_results\s099_tx14\map99_tx14_ratio0_0100.png
s099_tx14,99,14,0.02,1127,0.002002803005048809,2.1957382544753368,0.5059091244625316,7.020449300000109,kriging_results\s099_tx14\map99_tx14_ratio0_0200.png
s099_tx16,99,16,0.005,282,0.003813791445418644,2.9152883809405505,0.9861219780985315,3.696785699999964,kriging_results\s099_tx16\map99_tx16_ratio0_0050.png
s099_tx16,99,16,0.01,564,0.0029256899772483118,2.553390246492061,0.6613448138974283,6.120710099999997,kriging_results\s099_tx16\map99_tx16_ratio0_0100.png
s099_tx16,99,16,0.02,1127,0.002243738086927491,2.236089239507267,0.5288687705214534,5.8228477000002385,kriging_results\s099_tx16\map99_tx16_ratio0_0200.png
s099_tx25,99,25,0.005,282,0.003961489246397162,3.0416278467277036,0.987027432327181,3.093149100000119,kriging_results\s099_tx25\map99_tx25_ratio0_0050.png
s099_tx25,99,25,0.01,564,0.002972907324437129,2.634920419790413,0.659118247066887,3.7758004999996047,kriging_results\s099_tx25\map99_tx25_ratio0_0100.png
s099_tx25,99,25,0.02,1127,0.0023304861227730757,2.3329212919578652,0.5527799658693522,6.33252900000025,kriging_results\s099_tx25\map99_tx25_ratio0_0200.png
s099_tx29,99,29,0.005,282,0.0041795542571922955,3.1315849585118505,0.9651733829052636,3.785910999999942,kriging_results\s099_tx29\map99_tx29_ratio0_0050.png
s099_tx29,99,29,0.01,564,0.003054516721462402,2.677136173398527,0.6344625266861061,5.854017399999975,kriging_results\s099_tx29\map99_tx29_ratio0_0100.png
s099_tx29,99,29,0.02,1127,0.0025470675316052295,2.4446655070660315,0.5531868731891292,5.438994300000559,kriging_results\s099_tx29\map99_tx29_ratio0_0200.png
s099_tx30,99,30,0.005,282,0.005496463156902954,3.3846536687028745,1.181107137968192,2.000577499999963,kriging_results\s099_tx30\map99_tx30_ratio0_0050.png
